,Gene,HGNC Gene ID,Disease,MONDO Disease ID,SOP,Classification,Report Reference URL,Report Date,Status,Definitive,Gene QID,Disease QID
410,MEF2C,HGNC:6996,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/34354e8f-4343-4fba-82ba-e49579e504bb--2019-02-06T17:00:00,2019-02-06T17:00:00.000Z,error,yes,Q18029008,absent
411,MEN1,HGNC:7010,hereditary pheochromocytoma-paraganglioma,MONDO_0017366,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/8364,2017-06-22T00:00:00,error,no,Q14913035,Q56013982
412,MERTK,HGNC:7027,hereditary pheochromocytoma-paraganglioma,MONDO_0017366,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8371,2017-06-22T00:00:00,error,no,Q18035403,Q56013982
413,MET,HGNC:7029,hereditary pheochromocytoma-paraganglioma,MONDO_0017366,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8372,2017-06-02T00:00:00,error,no,Q14875866,Q56013982
414,MET,HGNC:7029,papillary renal cell carcinoma,MONDO_0017884,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/a71d9990-7202-487a-b7a3-4e659e0be73c--2018-10-11T18:47:45,2018-10-11T18:47:45.818Z,error,yes,Q14875866,absent
415,MET,HGNC:7029,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/f0e6f9ac-f807-48fd-a5b6-bf67c4607e14--2017-12-19T17:00:00,2017-12-19T17:00:00.000Z,error,no,Q14875866,Q9079046
416,MFAP5,HGNC:29673,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/8264,2016-12-22T00:00:00,error,no,Q18032720,absent
417,MID1,HGNC:7095,X-linked Opitz G/BBB syndrome,MONDO_0010222,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9612,2018-03-21T00:00:00,error,yes,Q18029131,absent
418,MITF,HGNC:7105,hereditary pheochromocytoma-paraganglioma,MONDO_0017366,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8367,2017-06-22T00:00:00,error,no,Q14906495,Q56013982
419,MITF,HGNC:7105,Waardenburg syndrome type 2,MONDO_0019517,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/bc5d40d2-44b5-49b6-97a9-7bdfc39bee49--2018-07-26T16:15:25,2018-07-26T16:15:25.390Z,error,yes,Q14906495,absent
420,MLH1,HGNC:7127,hereditary breast carcinoma,MONDO_0016419,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/8526,2017-06-14T00:00:00,error,no,Q14911708,absent
421,MLH1,HGNC:7127,"colorectal cancer, hereditary nonpolyposis, type 2",MONDO_0012249,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9848,2017-07-10T00:00:00,error,yes,Q14911708,absent
422,MLH1,HGNC:7127,constitutional mismatch repair deficiency syndrome,MONDO_0010159,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/a313ad2e-5c2a-4bb4-bed4-3b4f9b5095df--2018-10-09T15:06:23,2018-10-09T15:06:23.105Z,complete,yes,Q14911708,Q736633
423,MLH3,HGNC:7128,hereditary nonpolyposis colon cancer,MONDO_0018630,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/9860,2017-02-14T00:00:00,error,no,Q18038559,Q783644
424,MLYCD,HGNC:7150,malonic aciduria,MONDO_0009556,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/70af8ffa-430b-4c69-bfa9-d6ba2f7b4f32--2018-06-26T16:00:00,2018-06-26T16:00:00.000Z,complete,yes,Q18037165,Q6744526
425,MMACHC,HGNC:24525,methylmalonic aciduria and homocystinuria type cblC,MONDO_0010184,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/6feb4bda-539f-4592-acaf-26dc186e953a--2019-05-24T17:08:57,2019-05-24T17:08:57.399Z,complete,yes,Q18037843,Q18553420
426,MRAS,HGNC:7227,Costello syndrome,MONDO_0009026,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/46fedeeb-cfa9-4908-a6d5-83d82b285497--2018-06-06T16:23:32,2018-06-06T16:23:32.538Z,error,no,Q18036502,Q1136492
427,MRAS,HGNC:7227,Noonan syndrome with multiple lentigines,MONDO_0007893,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/3af69571-c238-4662-a4c0-599c95dfebcf--2018-06-06T16:27:29,2018-06-06T16:27:29.324Z,error,no,Q18036502,absent
428,MRAS,HGNC:7227,cardiofaciocutaneous syndrome,MONDO_0015280,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/bed4115d-7ac0-420e-9cf9-cec46908eb2e--2018-06-06T16:19:41,2018-06-06T16:19:41.138Z,error,no,Q18036502,absent
429,MRAS,HGNC:7227,Noonan syndrome,MONDO_0018997,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/04ca29c1-6b44-474c-b54b-1c8be52de172--2018-06-06T16:06:18,2018-06-06T16:06:18.416Z,error,no,Q18036502,absent
430,MRAS,HGNC:7227,Noonan syndrome-like disorder with loose anagen hair,MONDO_0011899,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/26800a17-fb28-4085-afe0-a8252724382b--2018-06-06T16:30:57,2018-06-06T16:30:57.991Z,error,no,Q18036502,Q55783530
431,MRE11,HGNC:7230,hereditary breast carcinoma,MONDO_0016419,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/9900,2017-10-25T00:00:00,error,no,Q18029281,absent
432,MRE11,HGNC:7230,familial ovarian cancer,MONDO_0016248,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/9901,2017-10-25T00:00:00,error,no,Q18029281,Q172341
433,MSH2,HGNC:7325,Lynch syndrome,MONDO_0005835,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9849,2017-09-11T00:00:00,complete,yes,Q14911688,Q783644
434,MSH2,HGNC:7325,hereditary breast carcinoma,MONDO_0016419,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/10084,2017-10-11T00:00:00,error,no,Q14911688,absent
435,MSH2,HGNC:7325,constitutional mismatch repair deficiency syndrome,MONDO_0010159,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/7ce2b2b9-9b04-4a47-b6fa-b85c60ba1c08--2018-10-09T14:44:00,2018-10-09T14:44:00.302Z,complete,yes,Q14911688,Q736633
436,MSH3,HGNC:7326,MSH3-related attenuated familial adenomatous polyposis,MONDO_0018812,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/9896,2016-12-13T00:00:00,error,no,Q18029418,Q55788361
437,MSH3,HGNC:7326,hereditary nonpolyposis colon cancer,MONDO_0018630,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9897,2017-11-13T00:00:00,error,no,Q18029418,Q783644
438,MSH6,HGNC:7329,Lynch syndrome,MONDO_0005835,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9850,2017-09-25T00:00:00,complete,yes,Q14911717,Q783644
439,MSH6,HGNC:7329,hereditary breast carcinoma,MONDO_0016419,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/8531,2017-07-26T00:00:00,error,no,Q14911717,absent
440,MSH6,HGNC:7329,constitutional mismatch repair deficiency syndrome,MONDO_0010159,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/b7d02927-ac93-4a43-a86d-01cd381f4e9f--2018-10-09T14:57:26,2018-10-09T14:57:26.378Z,complete,yes,Q14911717,Q736633
441,MSRB3,HGNC:27375,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/3ea7c7e0-dc56-4484-b2b6-5e3899d04013--2017-11-15T17:00:00,2017-11-15T17:00:00.000Z,error,no,Q18053710,Q9079046
442,MTHFR,HGNC:7436,homocystinuria due to methylene tetrahydrofolate reductase deficiency,MONDO_0009353,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/cbfc5297-ed0d-4d7c-bca6-747114ed2b17--2019-06-18T16:00:00,2019-06-18T16:00:00.000Z,error,yes,Q14864922,absent
443,MUT,HGNC:7526,methylmalonic aciduria due to methylmalonyl-CoA mutase deficiency,MONDO_0009612,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/3c5301da-0dad-417a-8257-5b1c6155e8fa--2019-05-09T14:57:52,2019-05-09T14:57:52.654Z,error,yes,Q14905193,absent
444,MUTYH,HGNC:7527,hereditary breast carcinoma,MONDO_0016419,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/9904,2017-05-24T00:00:00,error,no,Q14883437,absent
445,MUTYH,HGNC:7527,hereditary breast carcinoma,MONDO_0016419,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/9902,2017-05-25T00:00:00,error,no,Q14883437,absent
446,MUTYH,HGNC:7527,familial ovarian cancer,MONDO_0016248,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9905,2017-11-29T00:00:00,error,no,Q14883437,Q172341
447,MUTYH,HGNC:7527,MUTYH-related attenuated familial adenomatous polyposis,MONDO_0012041,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/10072,2017-10-09T00:00:00,error,no,Q14883437,absent
448,MUTYH,HGNC:7527,MUTYH-related attenuated familial adenomatous polyposis,MONDO_0012041,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9855,2017-06-12T00:00:00,error,yes,Q14883437,absent
449,MUTYH,HGNC:7527,familial ovarian cancer,MONDO_0016248,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9903,2017-11-29T00:00:00,error,no,Q14883437,Q172341
450,MYBPC3,HGNC:7551,hypertrophic cardiomyopathy 4,MONDO_0007268,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/10061,2017-09-05T13:00:00,complete,yes,Q18029708,Q27674921
451,MYH11,HGNC:7569,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8252,2016-07-03T00:00:00,error,yes,Q18029753,absent
452,MYH14,HGNC:23212,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/007697a5-2f83-40d0-b2ea-914e458a1452--2018-06-19T04:00:00,2018-06-19T04:00:00.000Z,complete,yes,Q18046347,Q9079046
453,MYH6,HGNC:7576,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/10074,2017-11-01T00:00:00,error,no,Q18029742,absent
454,MYH7,HGNC:7577,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/10075,2017-12-02T00:00:00,error,yes,Q14876107,absent
455,MYH9,HGNC:7579,MYH-9 related disease,MONDO_0015912,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/d6801442-c490-44a0-9a60-84ab5b20f7ac--2018-07-17T19:18:19,2018-07-17T19:18:19.148Z,error,yes,Q18029747,absent
456,MYL2,HGNC:7583,hypertrophic cardiomyopathy 10,MONDO_0012112,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8768,2017-02-07T16:00:00,complete,yes,Q18029761,Q27674928
457,MYL3,HGNC:7584,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8499,2016-10-04T00:00:00,error,yes,Q18029764,absent
458,MYLK,HGNC:7590,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Strong,https://search.clinicalgenome.org/kb/gene-validity/8257,2016-12-18T00:00:00,error,no,Q18029774,absent
459,MYLK2,HGNC:16243,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/10052,2017-04-18T00:00:00,error,no,Q18048008,absent
460,MYO15A,HGNC:7594,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/2cf0898e-5e63-4327-9341-fdf26490beee--2017-11-21T17:00:00,2017-11-21T17:00:00.000Z,complete,yes,Q18040062,Q9079046
461,MYO1A,HGNC:7595,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Refuted,https://search.clinicalgenome.org/kb/gene-validity/3dcc24f7-4cf7-413b-a956-16ad58bcbd36--2018-01-16T17:00:00,2018-01-16T17:00:00.000Z,error,no,Q18029779,Q9079046
462,MYO1C,HGNC:7597,autosomal dominant nonsyndromic deafness,MONDO_0019587,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/f27e3d88-0a3d-44f8-bbbc-1f668e596541--2018-06-28T17:54:37,2018-06-28T17:54:37.828Z,error,no,Q18029782,absent
463,MYO1F,HGNC:7600,nonsyndromic genetic deafness,MONDO_0019497,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/c422abbd-4f16-4da0-8569-d5d7138be488--2018-08-22T19:15:19,2018-08-22T19:15:19.097Z,error,no,Q18029570,Q9079046
464,MYO3A,HGNC:7601,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Strong,https://search.clinicalgenome.org/kb/gene-validity/a8fa3d7b-73a2-43a3-8f13-7dac3fd27737--2017-11-15T17:00:00,2017-11-15T17:00:00.000Z,error,no,Q18040719,Q9079046
465,MYO6,HGNC:7605,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/50d408fe-e298-4683-985c-57a37b30e273--2018-02-20T17:00:00,2018-02-20T17:00:00.000Z,complete,yes,Q18029794,Q9079046
466,MYO7A,HGNC:7606,Usher syndrome type 1,MONDO_0010168,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/1e897a2f-d4cf-4e13-85d8-f37405a09b18--2018-06-29T15:37:30,2018-06-29T15:37:30.271Z,error,yes,Q14914027,absent
467,MYO7A,HGNC:7606,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/598b33f0-cdad-4290-b6eb-f9c2304c7bb6--2018-03-19T16:00:00,2018-03-19T16:00:00.000Z,complete,yes,Q14914027,Q9079046
468,MYO9A,HGNC:7608,arthrogryposis syndrome,MONDO_0015225,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/5465,2016-11-24T00:00:00,error,no,Q18029800,absent
469,MYOM1,HGNC:7613,hypertrophic cardiomyopathy,MONDO_0005045,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/8ff00fbf-6b20-49cd-8af8-0f6404240db5--2018-08-01T18:51:28,2018-08-01T18:51:28.725Z,error,no,Q18033273,absent
470,MYOZ2,HGNC:1330,hypertrophic cardiomyopathy,MONDO_0005045,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/d74395ba-66ee-43c6-8d3c-c353bd8e5e82--2018-08-01T15:46:03,2018-08-01T15:46:03.482Z,error,no,Q18040586,absent
471,MYPN,HGNC:23246,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/10048,2017-06-05T00:00:00,error,no,Q18047709,absent
472,NADK2,HGNC:26404,progressive encephalopathy with leukodystrophy due to DECR deficiency,MONDO_0014464,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/285bdfcd-10c2-48f9-9be9-d77894b26f19--2018-02-27T17:00:00,2018-02-27T17:00:00.000Z,error,no,Q18050483,Q55345888
473,NAGS,HGNC:17996,hyperammonemia due to N-acetylglutamate synthase deficiency,MONDO_0009377,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/33dcead1-e3d9-4427-98fd-05a655c8c213--2019-07-26T17:02:06,2019-07-26T17:02:06.661Z,complete,yes,Q18052520,Q6951345
474,NARS2,HGNC:26274,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/9db16e79-4c14-437f-9723-749f99053d5c--2017-12-19T17:00:00,2017-12-19T17:00:00.000Z,error,no,Q18046306,Q9079046
475,NBEAL2,HGNC:31928,gray platelet syndrome,MONDO_0007686,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/ae8bd4d6-8810-423b-83e0-98667f06426d--2019-06-26T16:00:00,2019-06-26T16:00:00.000Z,error,yes,Q18037007,absent
476,NBN,HGNC:7652,hereditary breast carcinoma,MONDO_0016419,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9906,2017-09-27T00:00:00,error,no,Q14912001,absent
477,NBN,HGNC:7652,Nijmegen breakage syndrome,MONDO_0009623,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/de6fa1fe-a86e-4f0d-8da8-7690debe9aec--2019-08-14T19:31:32,2019-08-14T19:31:32.776Z,complete,yes,Q14912001,Q1250362
478,NDP,HGNC:7678,Norrie disease,MONDO_0010691,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9611,2018-03-21T00:00:00,complete,yes,Q18029892,Q1415842
479,NDUFA1,HGNC:7683,Leigh syndrome,MONDO_0009723,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/497170a6-a042-46cb-9809-3c3094fcd05e--2019-05-20T18:48:47,2019-05-20T18:48:47.372Z,error,no,Q18029895,absent
480,NDUFA2,HGNC:7685,Leigh syndrome,MONDO_0009723,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/3f40eb04-1cc3-477c-ab0a-c8162958fd4f--2019-05-20T19:06:23,2019-05-20T19:06:23.871Z,error,no,Q18029898,absent
481,NDUFS1,HGNC:7707,Leigh syndrome,MONDO_0009723,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/b6995e66-f840-485a-a635-b64cb9f45cd9--2019-06-20T16:17:18,2019-06-20T16:17:18.750Z,error,yes,Q18029965,absent
482,NDUFS3,HGNC:7710,Leigh syndrome,MONDO_0009723,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/4ae2af25-4fc1-48c3-a289-fae04977b192--2019-06-20T16:25:02,2019-06-20T16:25:02.779Z,error,no,Q18029973,absent
483,NDUFS4,HGNC:7711,Leigh syndrome,MONDO_0009723,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/1ed6ae7f-8c64-4ca3-a71b-6e97ae21d71d--2019-04-08T16:29:53,2019-04-08T16:29:53.550Z,error,yes,Q18029980,absent
484,NEXN,HGNC:29557,hypertrophic cardiomyopathy 20,MONDO_0013477,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8764,2016-11-01T16:00:00,error,no,Q18048539,Q27674939
485,NF1,HGNC:7765,familial ovarian cancer,MONDO_0016248,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/10082,2017-02-22T00:00:00,error,no,Q20782771,Q172341
486,NF1,HGNC:7765,hereditary pheochromocytoma-paraganglioma,MONDO_0017366,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8354,2017-06-22T00:00:00,complete,yes,Q20782771,Q56013982
487,NF1,HGNC:7765,"obsolete neurofibromatosis, type 1",MONDO_0008077,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/367a3958-ce81-47fa-a505-a451ca67aab5--2019-02-27T17:00:00,2019-02-27T17:00:00.000Z,error,yes,Q20782771,absent
488,NF2,HGNC:7773,neurofibromatosis type 2,MONDO_0007039,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/a185a859-a499-4c4a-bebe-996b16fb3cf3--2019-02-27T17:00:00,2019-02-27T17:00:00.000Z,error,yes,Q14889782,absent
489,NFKBIZ,HGNC:29805,hereditary nonpolyposis colon cancer,MONDO_0018630,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9867,2017-07-10T00:00:00,error,no,Q18045638,Q783644
490,NGLY1,HGNC:17646,NGLY1-deficiency,MONDO_0014109,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/5619,2016-12-01T00:00:00,complete,yes,Q18042037,Q28024539
491,NHP2,HGNC:14377,"dyskeratosis congenita, autosomal recessive 2",MONDO_0013519,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/3201,2017-01-25T00:00:00,error,no,Q18041931,Q50349590
492,NHS,HGNC:7820,Nance-Horan syndrome,MONDO_0010545,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9520,2017-10-20T00:00:00,complete,yes,Q18030141,Q17144153
493,NIPBL,HGNC:28862,Cornelia de Lange syndrome,MONDO_0016033,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/d4ecc430-6562-4d58-9118-c5253dc95ae9--2018-06-20T14:44:33,2018-06-20T14:44:33.262Z,complete,yes,Q15311620,Q1133289
494,NLGN3,HGNC:14289,complex neurodevelopmental disorder,MONDO_0100038,SOP5,Moderate,https://search.clinicalgenome.org/kb/gene-validity/b6e7e531-093b-4216-8c56-0c94e63c2811--2018-09-19T13:02:16,2018-09-19T13:02:16.718Z,error,no,Q18040991,absent
495,NLGN4X,HGNC:14287,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/bed32aec-b1a6-41ff-9607-b4172888c46a--2019-07-17T20:50:54,2019-07-17T20:50:54.562Z,error,yes,Q18043091,absent
496,NOTCH1,HGNC:7881,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8269,2016-04-06T00:00:00,error,no,Q18252685,absent
497,NRAS,HGNC:7989,cardiofaciocutaneous syndrome,MONDO_0015280,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/d466df2a-8e3d-4d4a-bb96-8e483d4c56e7--2018-07-24T16:03:17,2018-07-24T16:03:17.185Z,error,no,Q18030215,absent
498,NRAS,HGNC:7989,Noonan syndrome-like disorder with loose anagen hair,MONDO_0011899,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/ad5e082b-5c0c-49ff-90fe-64c1598850d9--2018-05-30T18:07:05,2018-05-30T18:07:05.623Z,error,no,Q18030215,Q55783530
499,NRAS,HGNC:7989,Costello syndrome,MONDO_0009026,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/28526e91-0db9-4724-94f3-e4222ace602c--2018-07-24T18:02:54,2018-07-24T18:02:54.574Z,error,no,Q18030215,Q1136492
500,NRAS,HGNC:7989,Noonan syndrome,MONDO_0018997,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/34419b69-59c3-458b-a2a5-38a401679deb--2018-05-30T13:27:37,2018-05-30T13:27:37.527Z,error,yes,Q18030215,absent
501,NRAS,HGNC:7989,Noonan syndrome with multiple lentigines,MONDO_0007893,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/e5622684-4367-4d90-b769-f7205ee1cac8--2018-05-30T17:29:41,2018-05-30T17:29:41.825Z,error,no,Q18030215,absent
502,NRXN1,HGNC:8008,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/14bb833a-eefd-4f02-b112-c74b6866d5be--2019-07-10T16:00:00,2019-07-10T16:00:00.000Z,error,yes,Q18034045,absent
503,NSD1,HGNC:14234,Sotos syndrome,MONDO_0019349,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/aa1a412a-ee7d-4517-81ba-0ceead9668d1--2018-10-26T16:00:00,2018-10-26T16:00:00.000Z,error,yes,Q18045634,absent
504,NSUN2,HGNC:25994,intellectual disability,MONDO_0001071,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/c6878f90-f485-4c44-95d3-a33b0ec9f66f--2019-02-06T17:00:00,2019-02-06T17:00:00.000Z,error,no,Q18041352,Q183560
505,NSUN2,HGNC:25994,RASopathy,MONDO_0021060,SOP6,Disputed,https://search.clinicalgenome.org/kb/gene-validity/6442d764-3ff8-41f4-984d-776254226b05--2019-02-04T17:00:00,2019-02-04T17:00:00.000Z,error,no,Q18041352,absent
506,NTHL1,HGNC:8028,NTHL1-related attenuated familial adenomatous polyposis,MONDO_0014630,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/8440,2017-06-08T00:00:00,error,no,Q18030228,Q55784909
507,OAT,HGNC:8091,gyrate atrophy,MONDO_0009796,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/edbab666-9ae6-46db-b818-809a4bf8333e--2019-07-10T21:34:01,2019-07-10T21:34:01.370Z,error,yes,Q18030252,absent
508,OBSCN,HGNC:15719,hypertrophic cardiomyopathy,MONDO_0005045,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/94265ca9-cf6a-468e-b12c-6ea173d09e51--2018-08-06T13:23:13,2018-08-06T13:23:13.875Z,error,no,Q18047361,absent
509,OFD1,HGNC:2567,ciliopathy,MONDO_0005308,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/15e32789-4f24-4870-94d3-b5618e67509f--2018-04-27T16:51:36,2018-04-27T16:51:36.294Z,complete,yes,Q18032971,Q203031
510,OSBPL2,HGNC:15761,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/a493a4c4-3a9f-431a-a68e-d90d9a11b6f0--2017-05-16T04:00:00,2017-05-16T04:00:00.000Z,error,no,Q18034852,Q9079046
511,OTC,HGNC:8512,ornithine carbamoyltransferase deficiency,MONDO_0010703,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/132fafbf-bb34-447c-9f6a-65803679eeb8--2019-10-29T18:13:25,2019-10-29T18:13:25.783Z,complete,yes,Q14859893,Q3043161
512,OTOA,HGNC:16378,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/87661be2-f024-49bb-a60e-a906f7f113b7--2018-05-01T04:00:00,2018-05-01T04:00:00.000Z,complete,yes,Q18051437,Q9079046
513,OTOF,HGNC:8515,autosomal recessive nonsyndromic deafness 9,MONDO_0010986,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/5613,2017-01-30T00:00:00,complete,yes,Q18034048,Q28024662
514,OTOG,HGNC:8516,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/0fac4fd4-d674-4017-a9a6-1d6793162c6b--2018-06-28T16:00:00,2018-06-28T16:00:00.000Z,complete,yes,Q18055453,Q9079046
515,OTOGL,HGNC:26901,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/28b962a1-8394-4366-8746-4b71a59cd60b--2018-01-05T17:00:00,2018-01-05T17:00:00.000Z,complete,yes,Q18054103,Q9079046
516,P2RX2,HGNC:15459,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/c1dae6b6-4ed7-4c5a-ba4e-bcfaba026be8--2018-02-20T17:00:00,2018-02-20T17:00:00.000Z,error,no,Q18036618,Q9079046
517,PAK3,HGNC:8592,X-linked syndromic intellectual disability,MONDO_0020119,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/c2f13863-a52d-49bd-b7f6-294edd73717a--2018-08-15T18:35:59,2018-08-15T18:35:59.127Z,complete,yes,Q18030342,Q8041560
518,PALB2,HGNC:26144,familial ovarian cancer,MONDO_0016248,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/9940,2017-11-08T00:00:00,error,no,Q18046302,Q172341
