Index|Drug ID|Drug Name|Section LOINC|Section Display Name|MedDRA PT|PT ID|MedDRA LLT|LLT ID|Matching String|UMLS CUI|UMLS PrefName|Flag 1|Flag 2
005374|5754f979-32b7-4406-a3a9-ed36aac6a37a|Ulesfia|34084-4|ADVERSE REACTIONS|Pruritus|10037087|Pruritus|10037087|pruritus|C0033774|Pruritus||
005375|5754f979-32b7-4406-a3a9-ed36aac6a37a|Ulesfia|34084-4|ADVERSE REACTIONS|Pyoderma|10037632|Pyoderma|10037632|pyoderma|C0034212|Pyoderma||
005376|5754f979-32b7-4406-a3a9-ed36aac6a37a|Ulesfia|34084-4|ADVERSE REACTIONS|Rash|10037844|Rash|10037844|rash|C0015230|Exanthema||
005377|5754f979-32b7-4406-a3a9-ed36aac6a37a|Ulesfia|34084-4|ADVERSE REACTIONS|Skin exfoliation|10040844|Skin exfoliation|10040844|skin exfoliation|C0237849|Peeling of skin||
005378|5754f979-32b7-4406-a3a9-ed36aac6a37a|Ulesfia|34084-4|ADVERSE REACTIONS|Thermal burn|10053615|Thermal burn|10053615|thermal burn|C0701836|Thermal burn||
005379|5754f979-32b7-4406-a3a9-ed36aac6a37a|Ulesfia|43685-7|WARNINGS AND PRECAUTIONS|Death|10011906|Death|10011906|death|C1306577|Death (finding)||
005380|5754f979-32b7-4406-a3a9-ed36aac6a37a|Ulesfia|43685-7|WARNINGS AND PRECAUTIONS|Depressed level of consciousness|10012373|Depression central nervous system|10012383|central nervous system depression|C0151559|Central nervous system depression (disorder)||
005381|5754f979-32b7-4406-a3a9-ed36aac6a37a|Ulesfia|43685-7|WARNINGS AND PRECAUTIONS|Dermatitis allergic|10012434|Allergic dermatitis|10001711|allergic dermatitis|C0011615|Dermatitis, Atopic||
005382|5754f979-32b7-4406-a3a9-ed36aac6a37a|Ulesfia|43685-7|WARNINGS AND PRECAUTIONS|Dermatitis contact|10012442|Contact dermatitis|10010790|contact dermatitis|C0011616|Contact Dermatitis||
005383|5754f979-32b7-4406-a3a9-ed36aac6a37a|Ulesfia|43685-7|WARNINGS AND PRECAUTIONS|Dermatitis contact|10012442|Dermatitis irritant contact|10056540|irritant dermatitis|C0162823|Dermatitis, Irritant||
005384|5754f979-32b7-4406-a3a9-ed36aac6a37a|Ulesfia|43685-7|WARNINGS AND PRECAUTIONS|Dyspnoea|10013968|Gasping|10017745|gasping respirations|C0425449|Gasping for breath||
005385|5754f979-32b7-4406-a3a9-ed36aac6a37a|Ulesfia|43685-7|WARNINGS AND PRECAUTIONS|Eye irritation|10015946|Eye irritation|10015946|eye irritation|C0235266|Eye irritation||
005386|5754f979-32b7-4406-a3a9-ed36aac6a37a|Ulesfia|43685-7|WARNINGS AND PRECAUTIONS|Gasping syndrome|10069162|Gasping syndrome|10069162|gasping syndrome|C2609173|Gasping syndrome||
005387|5754f979-32b7-4406-a3a9-ed36aac6a37a|Ulesfia|43685-7|WARNINGS AND PRECAUTIONS|Hypotension|10021097|Hypotension aggravated|10048348|progressive hypotension|C0856090|Hypotension aggravated||
005388|5754f979-32b7-4406-a3a9-ed36aac6a37a|Ulesfia|43685-7|WARNINGS AND PRECAUTIONS|Intraventricular haemorrhage|10022840|Intraventricular hemorrhage|10055299|intraventricular hemorrhage|C0240059|Ventricular hemorrhage||
005389|5754f979-32b7-4406-a3a9-ed36aac6a37a|Ulesfia|43685-7|WARNINGS AND PRECAUTIONS|Metabolic acidosis|10027417|Metabolic acidosis|10027417|metabolic acidosis|C0220981|Metabolic acidosis||
005390|5754f979-32b7-4406-a3a9-ed36aac6a37a|Ulesfia|43685-7|WARNINGS AND PRECAUTIONS|Seizure|10039906|Seizures|10039910|seizures|C0036572|Seizures||
005391|5754f979-32b7-4406-a3a9-ed36aac6a37a|Ulesfia|43685-7|WARNINGS AND PRECAUTIONS|||||neonatal toxicity|||unmapped|
005392|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Abdominal pain upper|10000087|Abdominal pain upper|10000087|abdominal pain upper|C0232492|Upper abdominal pain||
005393|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Abdominal pain|10000081|Abdominal pain|10000081|abdominal pain|C0000737|Abdominal Pain||
005394|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Alanine aminotransferase increased|10001551|ALT increased|10001845|alt increased|C0151905|Alanine aminotransferase increased||
005395|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Angina pectoris|10002383|Angina|10002372|angina|C0002962|Angina Pectoris||
005396|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Angioedema|10002424|Angioedema|10002424|angioedema|C0002994|Angioedema||
005397|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Back pain|10003988|Back pain|10003988|back pain|C0004604|Back Pain||
005398|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Chest pain|10008479|Chest pain|10008479|chest pain|C0008031|Chest Pain||
005399|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Constipation|10010774|Constipation|10010774|constipation|C0009806|Constipation||
005400|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Cough|10011224|Cough|10011224|cough|C0010200|Coughing||
005401|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Diverticulitis|10013538|Diverticulitis|10013538|diverticulitis|C0012813|Diverticulitis||
005402|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Dizziness|10013573|Dizziness|10013573|dizziness|C0012833|Dizziness||
005403|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Dry eye|10013774|Dry eyes|10013778|dry eyes|C0314719|Dryness of eye||
005404|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Dry mouth|10013781|Dry mouth|10013781|dry mouth|C0043352|Xerostomia||
005405|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Dry throat|10013789|Dry throat|10013789|dry throat|C0235234|Pharyngeal dryness||
005406|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Dyspepsia|10013946|Dyspepsia|10013946|dyspepsia|C0013395|Dyspepsia||
005407|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Dysuria|10013990|Dysuria|10013990|dysuria|C0013428|Dysuria||
005408|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Electrocardiogram QT prolonged|10014387|Electrocardiogram QT corrected interval prolonged|10014383|qt corrected interval prolongation|C0855333|Electrocardiogram QT corrected interval prolonged||
005409|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Electrocardiogram QT prolonged|10014387|QT prolonged|10037705|qt prolongation|C0151878|Prolonged QT interval||
005410|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Face oedema|10016029|Face edema|10016025|face edema|C0542571|Facial edema||
005411|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Gamma-glutamyltransferase increased|10017693|GGT increased|10056910|ggt increased|C0151662|Gamma-glutamyl transferase raised||
005412|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Gastroenteritis|10017888|Gastroenteritis|10017888|gastroenteritis|C0017160|Gastroenteritis||
005413|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Headache|10019211|Headache|10019211|headache|C0018681|Headache||
005414|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Hypersensitivity|10020751|Hypersensitivity reaction|10020756|hypersensitivity reactions|C0020517|Hypersensitivity||
005415|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Insomnia|10022437|Insomnia|10022437|insomnia|C0917801|Sleeplessness||
005416|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Irritable bowel syndrome|10023003|Irritable bowel syndrome|10023003|irritable bowel syndrome|C0022104|Irritable Bowel Syndrome||
005417|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Nausea|10028813|Nausea|10028813|nausea|C0027497|Nausea||
005418|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Obstructive airways disorder|10061877|Airways obstruction|10001539|airway obstruction|C0001883|Airway Obstruction||
005419|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Oedema peripheral|10030124|Edema peripheral|10014251|edema peripheral|C0085649|Peripheral edema||
005420|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Palpitations|10033557|Palpitations|10033557|palpitations|C0030252|Palpitations||
005421|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Pruritus|10037087|Pruritus|10037087|pruritus|C0033774|Pruritus||
005422|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Rash|10037844|Rash|10037844|rash|C0015230|Exanthema||
005423|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Somnolence|10041349|Somnolence|10041349|somnolence|C2830004|Somnolence||
005424|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Upper respiratory tract infection|10046306|Upper respiratory tract infection|10046306|upper respiratory tract infection|C0041912|Upper Respiratory Infections||
005425|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Urinary retention|10046555|Urinary retention|10046555|urinary retention|C0080274|Urinary Retention||
005426|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Urinary tract infection|10046571|Urinary tract infection|10046571|urinary tract infection|C0042029|Urinary tract infection||
005427|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Urticaria|10046735|Urticaria|10046735|urticaria|C0042109|Urticaria||
005428|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|34084-4|ADVERSE REACTIONS|Vision blurred|10047513|Blurred vision|10005886|blurred vision|C0344232|Blurred vision||
005429|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|43685-7|WARNINGS AND PRECAUTIONS|Angioedema|10002424|Angioedema|10002424|angioedema of the larynx|C0002994|Angioedema|duplicate|
005430|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|43685-7|WARNINGS AND PRECAUTIONS|Dizziness|10013573|Dizziness|10013573|dizziness|C0012833|Dizziness||
005431|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|43685-7|WARNINGS AND PRECAUTIONS|Face oedema|10016029|Edema lips & face|10054495|angioedema of the lips|C1304200|Angioedema of lips|duplicate|
005432|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|43685-7|WARNINGS AND PRECAUTIONS|Face oedema|10016029|Face edema|10016025|angioedema of the face|C0743747|FACE ANGIOEDEMA|duplicate|
005433|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|43685-7|WARNINGS AND PRECAUTIONS|Headache|10019211|Headache|10019211|headache|C0018681|Headache||
005434|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|43685-7|WARNINGS AND PRECAUTIONS|Laryngeal oedema|10023845|Angioedema of larynx|10002427|angioedema of the larynx|C0023052|Laryngeal Edema|duplicate|
005435|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|43685-7|WARNINGS AND PRECAUTIONS|Nervous system disorder|10029202|Nervous system disorder|10029202|cns anticholinergic effects|C0007682|CNS disorder||
005436|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|43685-7|WARNINGS AND PRECAUTIONS|Post procedural complication|10058046|Central nervous system complication, not elsewhere classified|10007937|central nervous system effects|C0161815|Central nervous system complication||
005437|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|43685-7|WARNINGS AND PRECAUTIONS|Respiratory tract oedema|10070774|Airway edema|10070778|upper airway swelling|C2939065|Airway edema||
005438|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|43685-7|WARNINGS AND PRECAUTIONS|Somnolence|10041349|Somnolence|10041349|somnolence|C2830004|Somnolence||
005439|58a02e8b-93af-45b4-b243-602adbf61699|Toviaz|43685-7|WARNINGS AND PRECAUTIONS|Tongue oedema|10043967|Tongue edema|10043955|angioedema of the tongue|C1304201|Angioedema of tongue|duplicate|
005440|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34066-1|BOXED WARNINGS|Medullary thyroid cancer|10027105|Medullary carcinoma of thyroid|10027101|mtc|C0238462|Medullary carcinoma of thyroid||
005441|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34066-1|BOXED WARNINGS|Thyroid C-cell hyperplasia|10070568|Thyroid C-cell hyperplasia|10070568|thyroid c-cell tumors|C0342190|C-cell hyperplasia of thyroid|duplicate|
005442|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34066-1|BOXED WARNINGS|Thyroid neoplasm|10043744|Thyroid tumor|10066914|thyroid c-cell tumors|C0040136|Thyroid Neoplasm|duplicate|
005443|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Acute kidney injury|10069339|Acute renal failure|10001041|acute renal failure|C0022660|Kidney Failure, Acute||
005444|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Anaphylactic reaction|10002198|Anaphylactic reaction|10002198|anaphylactic reactions|C0002792|anaphylaxis||
005445|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Angioedema|10002424|Angioedema|10002424|angioedema|C0002994|Angioedema||
005446|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Blood bilirubin increased|10005364|Serum bilirubin increased|10040159|elevated serum bilirubin|C0859062|Serum bilirubin increased||
005447|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Blood calcitonin increased|10005390|Calcitonin increased|10006943|calcitonin elevations|C0863137|Calcitonin increased||
005448|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Blood calcitonin increased|10005390|Serum calcitonin increased|10040170|mean serum calcitonin concentrations higher|C0240996|Serum calcitonin increased||
005449|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Blood creatinine increased|10005483|Increased serum creatinine|10021678|increased serum creatinine|C0700225|Serum creatinine raised||
005450|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Blood glucose decreased|10005555|Glucose decreased|10018419|fingerstick glucose <56 mg/dl|C1704381|Glucose decreased||
005451|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Chronic kidney disease|10064848|Renal failure chronic aggravated|10038445|worsening of chronic renal failure|C0549281|Renal failure chronic aggravated||
005452|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Colon neoplasm|10061045|Colon neoplasm|10061045|neoplasm colon|C0009375|Colonic Neoplasms||
005453|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Constipation|10010774|Constipation|10010774|constipation|C0009806|Constipation||
005454|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Death|10011906|Death|10011906|death|C1306577|Death (finding)||
005455|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Dehydration|10012174|Dehydration|10012174|dehydration|C0011175|Dehydration||
005456|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Dermatitis allergic|10012434|Allergic rash|10001717|allergic rash|C0850569|Allergic rash||
005457|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Diarrhoea|10012735|Diarrhea|10012727|diarrhea|C0011991|Diarrhea||
005458|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Drug specific antibody present|10013745|Drug specific antibody present|10013745|anti-liraglutide antibody formation|C0853880|Drug specific antibody present||
005459|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Dyspepsia|10013946|Dyspepsia|10013946|dyspepsia|C0013395|Dyspepsia||
005460|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Gastrointestinal disorder|10017944|Gastrointestinal symptom NOS|10018011|gastrointestinal adverse reactions|C0426576|Gastrointestinal symptom||
005461|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Headache|10019211|Headache|10019211|headache|C0018681|Headache||
005462|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Heart rate increased|10019303|Heart rate increased|10019303|increases heart rate|C0039231|Tachycardia||
005463|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Heart rate increased|10019303|Pulse rate increased|10037490|increase in pulse rate|C0039231|Tachycardia||
005464|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Hypersensitivity|10020751|Hypersensitivity reaction|10020756|hypersensitivity reactions|C0020517|Hypersensitivity||
005465|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Hypoglycaemia|10020993|Hypoglycaemia|10020993|hypoglycemic events|C0020615|Hypoglycemia||
005466|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Hypoglycaemia|10020993|Hypoglycemia|10021005|hypoglycemia|C0020615|Hypoglycemia||
005467|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Hypoglycaemia|10020993|Hypoglycemic episode|10049635|hypoglycemic episodes|C0745153|Hypoglycaemic episode||
005468|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Infection|10021789|Infection|10021789|infections|C3714514|Infection||
005469|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Injection site erythema|10022061|Injection site erythema|10022061|injection site erythema|C0852625|Injection site erythema||
005470|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Injection site rash|10022094|Injection site rash|10022094|injection site rash|C0521505|Injection site dermatitis||
005471|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Injection site reaction|10022095|Injection site reaction|10022095|injection site reactions|C0151735|Injection site reaction||
005472|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Medullary thyroid cancer|10027105|Medullary carcinoma of thyroid|10027101|medullary thyroid carcinoma|C0238462|Medullary carcinoma of thyroid||
005473|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Nasopharyngeal cancer|10061306|Malignant nasopharyngeal neoplasm|10025682|neoplasm nasopharyngeal|C0027439|Nasopharyngeal Neoplasms|duplicate|
005474|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Nasopharyngeal neoplasm benign|10028802|Benign nasopharyngeal neoplasm|10004298|neoplasm nasopharyngeal|C0027439|Nasopharyngeal Neoplasms|duplicate|
005475|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Nausea|10028813|Nausea|10028813|nausea|C0027497|Nausea||
005476|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Neoplasm malignant|10028997|Neoplasm malignant|10028997|malignant neoplasms|C0006826|Malignant Neoplasms||
005477|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Neoplasm prostate|10029096|Neoplasm prostate|10029096|neoplasm prostate|C0033578|Prostatic Neoplasms||
005478|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Pancreatitis acute|10033647|Acute pancreatitis|10000971|acute pancreatitis|C0001339|Acute pancreatitis||
005479|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Pancreatitis haemorrhagic|10033650|Hemorrhagic pancreatitis|10019607|hemorrhagic pancreatitis|C0267940|Acute hemorrhagic pancreatitis||
005480|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Pancreatitis necrotising|10033654|Necrotizing pancreatitis|10028891|necrotizing pancreatitis|C0267941|Pancreatitis, Acute Necrotizing||
005481|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Pancreatitis|10033645|Pancreatitis|10033645|pancreatitis|C0030305|Pancreatitis||
005482|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Papillary thyroid cancer|10033701|Carcinoma papillary thyroid|10007461|papillary thyroid carcinoma|C0238463|Papillary thyroid carcinoma||
005483|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Pruritus allergic|10063438|Pruritus allergic|10063438|allergic pruritus|C1504346|Pruritus allergic||
005484|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Renal impairment|10062237|Renal impairment|10062237|renal impairment|C1565489|Renal Insufficiency||
005485|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Thyroid C-cell hyperplasia|10070568|Thyroid C-cell hyperplasia|10070568|thyroid c-cell tumors|C0342190|C-cell hyperplasia of thyroid|duplicate|
005486|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Thyroid neoplasm|10043744|Thyroid tumor|10066914|thyroid c-cell tumors|C0040136|Thyroid Neoplasm|duplicate|
005487|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Upper respiratory tract infection|10046306|Upper respiratory tract infection|10046306|upper respiratory tract infections|C0041912|Upper Respiratory Infections||
005488|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Urticaria|10046735|Urticaria|10046735|urticaria|C0042109|Urticaria||
005489|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|34084-4|ADVERSE REACTIONS|Vomiting|10047700|Vomiting|10047700|vomiting|C0042963|Vomiting||
005490|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|43685-7|WARNINGS AND PRECAUTIONS|Acute kidney injury|10069339|Acute renal failure|10001041|acute renal failure|C0022660|Kidney Failure, Acute||
005491|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|43685-7|WARNINGS AND PRECAUTIONS|Anaphylactic reaction|10002198|Anaphylactic reaction|10002198|anaphylactic reactions|C0002792|anaphylaxis||
005492|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|43685-7|WARNINGS AND PRECAUTIONS|Angioedema|10002424|Angioedema|10002424|angioedema|C0002994|Angioedema||DrugClass
005493|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|43685-7|WARNINGS AND PRECAUTIONS|Chronic kidney disease|10064848|Renal failure chronic aggravated|10038445|worsening of chronic renal failure|C0549281|Renal failure chronic aggravated||
005494|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|43685-7|WARNINGS AND PRECAUTIONS|Death|10011906|Death|10011906|fatal|C1306577|Death (finding)||
005495|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|43685-7|WARNINGS AND PRECAUTIONS|Dehydration|10012174|Dehydration|10012174|dehydration|C0011175|Dehydration||
005496|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|43685-7|WARNINGS AND PRECAUTIONS|Diarrhoea|10012735|Diarrhea|10012727|diarrhea|C0011991|Diarrhea||
005497|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|43685-7|WARNINGS AND PRECAUTIONS|Hypersensitivity|10020751|Hypersensitivity reaction|10020756|hypersensitivity reactions|C0020517|Hypersensitivity||
005498|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|43685-7|WARNINGS AND PRECAUTIONS|Hypoglycaemia|10020993|Hypoglycemia|10021005|hypoglycemia|C0020615|Hypoglycemia||
005499|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|43685-7|WARNINGS AND PRECAUTIONS|Medullary thyroid cancer|10027105|Medullary carcinoma of thyroid|10027101|mtc|C0238462|Medullary carcinoma of thyroid||
005500|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|43685-7|WARNINGS AND PRECAUTIONS|Medullary thyroid cancer|10027105|Medullary thyroid cancer|10027105|malignant thyroid c-cell carcinomas|C0238462|Medullary carcinoma of thyroid||Animal
005501|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|43685-7|WARNINGS AND PRECAUTIONS|Nausea|10028813|Nausea|10028813|nausea|C0027497|Nausea||
005502|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|43685-7|WARNINGS AND PRECAUTIONS|Pancreatitis acute|10033647|Acute pancreatitis|10000971|acute pancreatitis|C0001339|Acute pancreatitis||
005503|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|43685-7|WARNINGS AND PRECAUTIONS|Pancreatitis chronic|10033649|Chronic pancreatitis|10009093|chronic pancreatitis|C0149521|Pancreatitis, Chronic||
005504|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|43685-7|WARNINGS AND PRECAUTIONS|Pancreatitis haemorrhagic|10033650|Hemorrhagic pancreatitis|10019607|hemorrhagic pancreatitis|C0267940|Acute hemorrhagic pancreatitis||
005505|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|43685-7|WARNINGS AND PRECAUTIONS|Pancreatitis necrotising|10033654|Necrotizing pancreatitis|10028891|necrotizing pancreatitis|C0267941|Pancreatitis, Acute Necrotizing||
005506|5a9ef4ea-c76a-4d34-a604-27c5b505f5a4|Victoza|43685-7|WARNINGS AND PRECAUTIONS|Pancreatitis necrotising|10033654|Pancreatitis necrotizing|10033655|pancreatitis, with necrosis|C0267941|Pancreatitis, Acute Necrotizing||
