,application_number,brand_name,generic_name,is_original_packager,manufacturer_name,nui,original_packager_product_ndc,package_ndc,pharm_class_cs,pharm_class_epc,pharm_class_moa,pharm_class_pe,product_ndc,product_type,route,rxcui,rxcui_brandname,rxcui_ingredient,spl_id,spl_set_id,substance_name,unii,upc
2361,ANDA206936,GLATIRAMER ACETATE,GLATIRAMER,[True],MYLAN PHARMACEUTICALS INC.,[],[],"['0378-6961-12', '0378-6961-32']",[],[],[],[],['0378-6961'],HUMAN PRESCRIPTION DRUG,['SUBCUTANEOUS'],['1487361'],135779,84375,456A34C7-8511-4000-99A7-AD8F8DE6D35E,456A34C7-8511-4000-99A7-AD8F8DE6D35E,['GLATIRAMER ACETATE'],['5M691HL4BO'],[]
898,NDA021588,GLEEVEC,IMATINIB MESYLATE,[True],NOVARTIS PHARMA PRODUKTIONS GMBH,[],[],['66828-0030-1'],[],[],[],[],['66828-0030'],HUMAN PRESCRIPTION DRUG,['ORAL'],[],[],[],D56C24FB-196D-4775-B67F-13C5E41BD150,D722CBED-9910-4627-B0A5-322A3E0C66AE,['IMATINIB MESYLATE'],['8A1O1M485B'],[]
3941,NDA017588,GLEOSTINE,LOMUSTINE,[True],"NEXTSOURCE BIOTECHNOLOGY, LLC","['N0000000236', 'N0000175558']",[],"['58181-3041-5', '58181-3042-5', '58181-3040-5', '58181-3043-5']",[],['Alkylating Drug [EPC]'],['Alkylating Activity [MoA]'],[],"['58181-3041', '58181-3040', '58181-3043', '58181-3042']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['197896', '197894', '197895', '1720737', '1720735', '1545778', '1545776', '1545780']",1545771,6466,43669261-FCE0-45C0-A28A-4871C7D670D5,7F77526B-4C40-409C-82EA-D0F934D89CC2,['LOMUSTINE'],['7BRF0Z81KG'],['0358181304159']
2571,NDA020637,GLIADEL,CARMUSTINE,[True],ARBOR PHARMACEUTICALS,"['N0000000236', 'N0000175558']",[],['24338-050-08'],[],['Alkylating Drug [EPC]'],['Alkylating Activity [MoA]'],[],['24338-050'],HUMAN PRESCRIPTION DRUG,['INTRACAVITARY'],"['309013', '212994']",217357,2105,69C3CD33-3B38-488F-AC50-E06D96A2A721,38962A55-A514-4C48-BEA5-F99A8DA4BEEC,['CARMUSTINE'],['U68WG3173Y'],[]
35,ANDA076467,GLIPIZIDE ER,GLIPIZIDE,[],STATE OF FLORIDA DOH CENTRAL PHARMACY,"['N0000175608', 'N0000008054']",['0228-2900'],['53808-0401-1'],['Sulfonylurea Compounds [Chemical/Ingredient]'],['Sulfonylurea [EPC]'],[],[],['53808-0401'],HUMAN PRESCRIPTION DRUG,['ORAL'],['315107'],203680,4821,9A06BE01-BE79-4AEC-869B-B76A2CE44F8A,CA37F71A-6261-4ADA-9D4B-368329AA439A,['GLIPIZIDE'],['X7WDT95N5C'],[]
61,NDA020329,GLIPIZIDE XL,GLIPIZIDE,[],STATE OF FLORIDA DOH CENTRAL PHARMACY,"['N0000175608', 'N0000008054']",['59762-0542'],['53808-0942-2'],['Sulfonylurea Compounds [Chemical/Ingredient]'],['Sulfonylurea [EPC]'],[],[],['53808-0942'],HUMAN PRESCRIPTION DRUG,['ORAL'],['315107'],203680,4821,A4CEC611-3775-4A0B-840D-677A7BF592DF,6E5F8015-3122-4F2E-8FF3-17737FCB7C49,['GLIPIZIDE'],['X7WDT95N5C'],[]
60,ANDA076467,GLIPIZIDEER ER,GLIPIZIDE,[],AIDAREX PHARMACEUTICALS LLC,"['N0000175608', 'N0000008054']","['0591-0845', '0591-0844']","['33261-835-30', '33261-830-30']",['Sulfonylurea Compounds [Chemical/Ingredient]'],['Sulfonylurea [EPC]'],[],[],"['33261-830', '33261-835']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['314006', '315107']",203680,4821,3D03C9EB-C4A2-4D2C-9BE3-3C18753096AD,6C92A536-508D-4E94-89AF-453E3EB2A560,['GLIPIZIDE'],['X7WDT95N5C'],[]
2947,NDA020918,GLUCAGEN,GLUCAGON HYDROCHLORIDE,[True],"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",[],[],"['0597-0265-94', '0597-0260-10', '0597-0053-45', '0597-0053-01']",[],[],[],[],"['0597-0053', '0597-0260']",HUMAN PRESCRIPTION DRUG,"['INTRAMUSCULAR', 'INTRAVENOUS', 'SUBCUTANEOUS']","['153095', '310497']",151823,261716,DDB60CCD-E41C-4A52-A84D-F164073F3FEC,FF16E4B1-3668-4CB4-91A4-77EE509CD6F6,['GLUCAGON HYDROCHLORIDE'],['1H87NVF4DB'],[]
4644,NDA020357,GLUCOPHAGE,METFORMIN HYDROCHLORIDE,[True],BRISTOL-MYERS SQUIBB COMPANY,[],[],"['0087-6063-13', '0087-6064-13', '0087-6070-05', '0087-6071-11', '0087-6060-05', '0087-6060-10']",[],[],[],[],"['0087-6060', '0087-6070', '0087-6071', '0087-6063', '0087-6064']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['861010', '861008', '861012', '860981', '860983', '860975', '860977', '861007', '861006', '861004']",151827,235743,6E251F18-A772-4BB5-83BC-2317B623C7E4,4A0166C7-7097-4E4A-9036-6C9A60D08FC6,['METFORMIN HYDROCHLORIDE'],['786Z46389E'],['0300876060055']
4857,NDA017783,GLUCOTROL,GLIPIZIDE,[],"PD-RX PHARMACEUTICALS, INC.","['N0000175608', 'N0000008054']",['0049-4120'],['55289-125-30'],['Sulfonylurea Compounds [Chemical/Ingredient]'],['Sulfonylurea [EPC]'],[],[],['55289-125'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['205830', '310488']",203680,4821,553976A2-0D7A-5929-E054-00144FF8D46C,504567D2-E4F1-428D-B524-F29DB76E6DFB,['GLIPIZIDE'],['X7WDT95N5C'],[]
138,NDA020329,GLUCOTROL XL,GLIPIZIDE,[],"PHYSICIANS TOTAL CARE, INC.","['N0000175608', 'N0000008054']","['0049-1620', '0049-1560', '0049-1550']","['54868-3334-0', '54868-3334-1', '54868-3334-2', '54868-3334-3', '54868-3334-4', '54868-4420-0', '54868-3335-1', '54868-3335-0', '54868-3335-3', '54868-3335-2']",['Sulfonylurea Compounds [Chemical/Ingredient]'],['Sulfonylurea [EPC]'],[],[],"['54868-3335', '54868-3334', '54868-4420']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['865568', '315107', '865573', '865571', '310489', '314006']",203680,4821,71C99C7C-76EB-425C-83D9-880C78C935A6,8438B406-9259-46D1-B26A-90FDCB5CBC50,['GLIPIZIDE'],['X7WDT95N5C'],[]
942,NDA021178,GLUCOVANCE,GLYBURIDE AND METFORMIN HYDROCHLORIDE,[],"PHYSICIANS TOTAL CARE, INC.","['N0000175608', 'N0000008054']",['0087-6073'],['54868-4609-1'],['Sulfonylurea Compounds [Chemical/Ingredient]'],['Sulfonylurea [EPC]'],[],[],['54868-4609'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['861752', '861748']",284743,285129,9DFF28CE-AA5F-47BA-88E6-7435BDCC3BBA,FF281EBD-29C2-4852-A8AB-C4F21ABE8B7C,"['GLYBURIDE', 'METFORMIN HYDROCHLORIDE']","['SX6K58TVWC', '786Z46389E']",[]
3705,NDA021748,GLUMETZA,METFORMIN HYDROCHLORIDE,[True],"DEPOMED, INC.",[],[],"['13913-002-13', '13913-003-16']",[],[],[],[],"['13913-003', '13913-002']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['861018', '1807915', '1807888', '861015']",645109,235743,121FC3E0-33FE-41AF-A7EF-E6B54EE60EF6,4383C6EC-53AD-4C79-B0AF-316B3284B2FB,['METFORMIN HYDROCHLORIDE'],['786Z46389E'],['0313913003168']
227,ANDA091522,GLYCATE,GLYCOPYRROLATE,[True],"NURO PHARMA, INC.",[],[],['59547-210-19'],[],[],[],[],['59547-210'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['1247658', '1437975']",1437970,4955,045BAA49-D22C-4ED8-8DD6-B90565ECA017,045BAA49-D22C-4ED8-8DD6-B90565ECA017,['GLYCOPYRROLATE'],['V92SO9WP2I'],['0359547210190']
3346,NDA020051,GLYNASE,GLYBURIDE,[True],PHARMACIA AND UPJOHN COMPANY LLC,"['N0000175608', 'N0000008054']",[],"['0009-0341-01', '0009-0352-04', '0009-3449-03', '0009-0352-01', '0009-3449-01']",['Sulfonylurea Compounds [Chemical/Ingredient]'],['Sulfonylurea [EPC]'],[],[],"['0009-0341', '0009-3449', '0009-0352']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['881409', '310539', '881411', '310536', '881407', '314000']",881404,4815,03BCE5D4-2E0D-41C5-8048-CEB4749B0B5A,A7FCE80A-2F13-43CC-8E1C-561F7D3EC3D5,['GLYBURIDE'],['SX6K58TVWC'],['0300093449015']
5379,NDA020682,GLYSET,MIGLITOL,[True],PHARMACIA AND UPJOHN COMPANY LLC,"['N0000000166', 'N0000175559']",[],"['0009-5012-01', '0009-5014-01', '0009-5013-01']",[],['alpha-Glucosidase Inhibitor [EPC]'],['alpha Glucosidase Inhibitors [MoA]'],[],"['0009-5013', '0009-5012', '0009-5014']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['213485', '213486', '213487', '205331', '205330', '205329']",217372,30009,FE4B4AA6-600C-4715-A70D-1ED12E83F1F3,75711D16-2D27-476E-A312-D5AF448A0E25,['MIGLITOL'],['0V5436JAQW'],['0300095012019']
2547,NDA206073,GLYXAMBI,EMPAGLIFLOZIN AND LINAGLIPTIN,[True],"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","['N0000187058', 'N0000187059', 'N0000175912', 'N0000175913']",[],"['0597-0164-70', '0597-0182-90', '0597-0164-39', '0597-0182-70', '0597-0164-90', '0597-0164-30', '0597-0164-07', '0597-0182-03', '0597-0182-07', '0597-0182-30', '0597-0182-39']",[],"['Sodium-Glucose Cotransporter 2 Inhibitor [EPC]', 'Dipeptidyl Peptidase 4 Inhibitor [EPC]']","['Sodium-Glucose Transporter 2 Inhibitors [MoA]', 'Dipeptidyl Peptidase 4 Inhibitors [MoA]']",[],"['0597-0164', '0597-0182']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['1602118', '1602109', '1602115', '1602120']",1602110,1598392,8249F6E0-2EDE-9228-C646-2728ED57C524,DDBAB689-F76C-488C-9613-4168D41DD730,"['EMPAGLIFLOZIN', 'LINAGLIPTIN']","['HDC1R2M35U', '3X29ZEJ4R2']",[]
2235,NDA208944,GOCOVRI,AMANTADINE,[True],"ADAMAS PHARMA, LLC","['N0000175543', 'N0000175542']",[],"['70482-170-60', '70482-085-60']",[],['Influenza A M2 Protein Inhibitor [EPC]'],['M2 Protein Inhibitors [MoA]'],[],"['70482-170', '70482-085']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['1944382', '1944376', '1944380', '1944370']",1944371,620,FC8AE634-62F8-4EF2-B01B-4F6FF25B59B5,82FF865F-78F3-4C94-B6A9-727A54944B28,['AMANTADINE'],['BF4C9Z1J53'],[]
259,NDA019011,GOLYTELY,PEG-3350 AND ELECTROLYTES,[],"PHYSICIANS TOTAL CARE, INC.","['N0000175811', 'N0000009871', 'N0000010288']",['52268-100'],['54868-0054-0'],[],['Osmotic Laxative [EPC]'],['Osmotic Activity [MoA]'],['Stimulation Large Intestine Fluid/Electrolyte Secretion [PE]'],['54868-0054'],HUMAN PRESCRIPTION DRUG,"['ORAL', 'NASOGASTRIC']",[],[],[],A0734292-7217-425B-98A3-ACB7E8F2D429,B2E04490-CE9F-493C-AB25-2F53F97969CC,"['SODIUM CHLORIDE', 'POTASSIUM CHLORIDE', 'SODIUM SULFATE ANHYDROUS', 'SODIUM BICARBONATE', 'POLYETHYLENE GLYCOL 3350']","['36KCS0R750', '8MDF5V39QO', 'G2M7P15E5P', '451W47IQ8X', '660YQ98I10']",[]
5966,NDA021684,GONAL-F RFF PEN,FOLLTROPIN ALFA,[True],"EMD SERONO, INC.","['N0000011199', 'N0000175838']",[],"['44087-1113-1', '44087-1112-1', '44087-1114-1']",['Gonadotropins [Chemical/Ingredient]'],['Gonadotropin [EPC]'],[],[],"['44087-1114', '44087-1113', '44087-1112']",HUMAN PRESCRIPTION DRUG,['SUBCUTANEOUS'],"['1654179', '1594432', '1654171', '1594418', '1594334', '1654184']",117040,386938,E93E7B13-CCD8-4D8A-896D-4581820283B5,AD1B4796-8713-4547-AD35-7E6C63ECC65F,['FOLLITROPIN'],['076WHW89TW'],[]
3196,NDA021684,GONAL-F RFF REDI-JECT,FOLLITROPIN,[True],"EMD SERONO, INC.","['N0000011199', 'N0000175838']",[],"['44087-1116-1', '44087-1115-1', '44087-1117-1']",['Gonadotropins [Chemical/Ingredient]'],['Gonadotropin [EPC]'],[],[],"['44087-1117', '44087-1116', '44087-1115']",HUMAN PRESCRIPTION DRUG,['SUBCUTANEOUS'],"['1654179', '1594432', '1654171', '1594418', '1594334', '1654184']",117040,386938,4BF9F6A0-C586-4475-B953-4D92BCF558B1,B6D11C45-B502-478E-BB28-2FF596EA259C,['FOLLITROPIN'],['076WHW89TW'],[]
3676,NDA208424,GONITRO,NITROGLYCERIN,[True],"ESPERO PHARMACEUTICALS, INC.","['N0000175415', 'N0000007647', 'N0000009909']",[],"['70007-400-01', '70007-400-99', '70007-400-12', '70007-400-96', '70007-400-36']",['Nitrates [Chemical/Ingredient]'],['Nitrate Vasodilator [EPC]'],[],['Vasodilation [PE]'],['70007-400'],HUMAN PRESCRIPTION DRUG,['SUBLINGUAL'],"['1799434', '1799428']",1799429,4917,0D5CA128-AEC5-41D3-9B2E-BF1C98A76F40,1418D832-4A6A-45AB-8414-25E23F393ABB,['NITROGLYCERIN'],['G59M7S0WS3'],[]
4331,ANDA075077,GOOD NEIGHBOR PHARMACY PAIN RELIEF,ACETAMINOPHEN,[],BRYANT RANCH PREPACK,[],['24385-629'],"['63629-5036-1', '63629-5036-2']",[],[],[],[],['63629-5036'],HUMAN PRESCRIPTION DRUG,['ORAL'],['1148399'],202433,161,06E4B102-8E5D-4BD1-900E-BE5E1D6ECD21,DD7B5BA3-652A-443F-B0B9-17ABDA148E67,['ACETAMINOPHEN'],['362O9ITL9D'],[]
91,ANDA076760,GOOD SENSE ACID REDUCER,RANITIDINE,[],BRYANT RANCH PREPACK,[],['0113-0271'],['63629-4663-1'],[],[],[],[],['63629-4663'],HUMAN PRESCRIPTION DRUG,['ORAL'],['312773'],643043,9143,9DFC687B-D673-48A1-BE1C-BF47657CBCFC,8E13D24E-769C-4A70-A9C1-2AC625A7F523,['RANITIDINE HYDROCHLORIDE'],['BK76465IHM'],[]
6010,ANDA079096,GOOD SENSE ALL DAY PAIN RELIEF,NAPROXEN SODIUM,[],BRYANT RANCH PREPACK,[],['0113-0368'],"['63629-1793-8', '63629-1793-2', '63629-1793-3', '63629-1793-4', '63629-1793-5', '63629-1793-6', '63629-1793-7']",[],[],[],[],['63629-1793'],HUMAN PRESCRIPTION DRUG,['ORAL'],['849574'],215101,142442,5585711C-4A25-4B91-AB53-3FD2FF096054,17F48EDA-E036-0673-800F-CA4EF0150059,['NAPROXEN SODIUM'],['9TN87S3A3C'],[]
731,ANDA075285,GOOD SENSE HEARTBURN RELIEF,CIMETIDINE,[],BRYANT RANCH PREPACK,"['N0000000151', 'N0000175784']",['0113-0022'],"['63629-4203-1', '63629-4203-2']",[],['Histamine-2 Receptor Antagonist [EPC]'],['Histamine H2 Receptor Antagonists [MoA]'],[],['63629-4203'],HUMAN PRESCRIPTION DRUG,['ORAL'],['197505'],152402,2541,AA97FA0E-0AFA-401C-8364-F345AAD1A055,C7A91800-4078-4E12-8E0C-7379F88EC41B,['CIMETIDINE'],['80061L1WGD'],[]
3309,NDA022544,GRALISE,GABAPENTIN,[True],"DEPOMED, INC.","['N0000175753', 'N0000008486']",[],"['13913-006-16', '13913-005-19', '13913-004-19', '13913-004-91']",[],['Anti-epileptic Agent [EPC]'],[],['Decreased Central Nervous System Disorganized Electrical Activity [PE]'],"['13913-006', '13913-005', '13913-004']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['1115015', '1115016', '1115012', '1115013', '1806382', '1806380']",1087976,25480,56C270B4-FCCF-41DC-B69F-B3910033999A,7D12B4E9-ED44-43C0-9E46-F6C195300F03,['GABAPENTIN'],['6CW7F3G59X'],['0313913004912']
168,NDA050475,GRIS-PEG,GRISEOFULVIN,[],STATE OF FLORIDA DOH CENTRAL PHARMACY,"['N0000008732', 'N0000175848', 'N0000175085']",['0884-0773'],['53808-0261-1'],[],['Tubulin Inhibiting Agent [EPC]'],[],"['Microtubule Inhibition [PE]', 'Decreased Mitosis [PE]']",['53808-0261'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['205906', '239239']",203414,5021,95CBDF47-932D-40D3-BC1D-E055170711D6,9DDD37F9-299E-4C98-91ED-DEEB72C63B00,['GRISEOFULVIN'],['32HRV3E3D5'],['0308840773048']
1616,ANDA074796,GUANFACINE,GUANFACINE HYDROCHLORIDE,[],"PHYSICIANS TOTAL CARE, INC.",[],['0378-1190'],"['54868-4876-0', '54868-4876-1', '54868-4876-2']",[],[],[],[],['54868-4876'],HUMAN PRESCRIPTION DRUG,['ORAL'],['197746'],71556,40114,1680E527-98C3-4972-AC07-86A70A83FC18,FBF22EEB-27F5-46AA-BE39-5AEF43101369,['GUANFACINE HYDROCHLORIDE'],['PML56A160O'],[]
755,ANDA200923,GYNAZOLE 1,BUTOCONAZOLE NITRATE,[True],PERRIGO NEW YORK INC,[],[],"['45802-396-01', '45802-396-02']",[],[],[],[],['45802-396'],HUMAN PRESCRIPTION DRUG,['VAGINAL'],"['890785', '890786']",261534,47464,C3C82E4E-D0D6-436B-865C-34535A87E784,125D8EDE-DB38-4EB9-A6BE-19208687F36A,['BUTOCONAZOLE NITRATE'],['4805237NP5'],[]
4271,NDA022432,H.P. ACTHAR,REPOSITORY CORTICOTROPIN,[True],MALLINCKRODT ARD INC.,"['N0000175941', 'N0000006478']",[],"['63004-8710-3', '63004-8710-2', '63004-8710-1']",['Adrenocorticotropic Hormone [Chemical/Ingredient]'],['Adrenocorticotropic Hormone [EPC]'],[],[],['63004-8710'],HUMAN PRESCRIPTION DRUG,"['INTRAMUSCULAR', 'SUBCUTANEOUS']","['309541', '1040025']",1040019,376,C480C46D-45DC-4952-A2D3-A5D008B80239,7B48DDEC-E815-45F4-9CA0-5C0DAAF56F30,['CORTICOTROPIN'],['K0U68Q2TXA'],['0363004871015']
3977,NDA201532,HALAVEN,ERIBULIN MESYLATE,[True],EISAI INC.,[],[],['62856-389-01'],[],[],[],[],['62856-389'],HUMAN PRESCRIPTION DRUG,['INTRAVENOUS'],"['1045456', '1045460']",1045457,1045452,A6102CD9-28C4-49BF-B99B-028F2A09A80A,31CE4750-DED5-4A0B-95E9-F229FA6BC822,['ERIBULIN MESYLATE'],['AV9U0660CW'],[]
4959,NDA017892,HALCION,TRIAZOLAM,[True],PHARMACIA AND UPJOHN COMPANY LLC,"['N0000007542', 'N0000175694']",[],"['0009-0017-55', '0009-0017-58', '0009-0017-02']",['Benzodiazepines [Chemical/Ingredient]'],['Benzodiazepine [EPC]'],[],[],['0009-0017'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['198318', '208681']",227423,10767,63E93C08-0F2D-4A36-9FD7-D61C33A1BAF2,A0DA0DBA-A56D-486B-A45B-E8A7CDFBEAC6,['TRIAZOLAM'],['1HM943223R'],['0300090017583']
3715,NDA015923,HALDOL,HALOPERIDOL,[True],"JANSSEN PHARMACEUTICALS, INC.",[],[],['50458-255-01'],[],[],[],[],['50458-255'],HUMAN PRESCRIPTION DRUG,['INTRAMUSCULAR'],"['1719669', '1719646']",151839,5093,C7CD5045-0D5C-4508-BAED-8A29DF6DD43D,27CFE684-7D11-4F37-9C8B-B2BDD6B5348E,['HALOPERIDOL LACTATE'],['6387S86PK3'],[]
4112,NDA018701,HALDOL DECANOATE,HALOPERIDOL DECANOATE,[True],"JANSSEN PHARMACEUTICALS, INC.",[],[],"['50458-254-14', '50458-253-01', '50458-253-03']",[],[],[],[],"['50458-254', '50458-253']",HUMAN PRESCRIPTION DRUG,['INTRAMUSCULAR'],"['1720026', '1719847', '1719803', '1719862']",151839,26420,A8486135-6AA8-4C95-A511-EDAED7AD32C0,AF0159A8-DFF5-449A-AA2B-A0C430081E21,['HALOPERIDOL DECANOATE'],['AC20PJ4101'],[]
141,NDA017823,HALOG,HALCINONIDE,[True],"E.R. SQUIBB & SONS, L.L.C.","['N0000175576', 'N0000175450']",[],"['0003-0249-20', '0003-0249-15']",[],['Corticosteroid [EPC]'],['Corticosteroid Hormone Receptor Agonists [MoA]'],[],['0003-0249'],HUMAN PRESCRIPTION DRUG,['TOPICAL'],[],[],[],7D355981-E4D6-4D06-A2B3-EB83EDCE221B,F6C7E87B-6629-4D68-AE46-ADD64CA9DAAB,['HALCINONIDE'],['SI86V6QNEG'],[]
5008,ANDA078347,HALOPERIDOL LACTATE,HALOPERIDOL,[],"GENERAL INJECTABLES AND VACCINES, INC.",[],['67457-426'],['52584-426-00'],[],[],[],[],['52584-426'],HUMAN PRESCRIPTION DRUG,['INTRAMUSCULAR'],['1719646'],151839,5093,6563155A-BA5D-4FF7-9972-74318436A4F7,1A7D3180-5D2A-496B-8C82-B82CE6D70E10,['HALOPERIDOL LACTATE'],['6387S86PK3'],[]
3367,NDA205834,HARVONI,LEDIPASVIR AND SOFOSBUVIR,[True],"GILEAD SCIENCES, INC","['N0000191493', 'N0000190113', 'N0000175459', 'N0000191256', 'N0000191258', 'N0000185503']",[],['61958-1801-1'],['Nucleoside Analog [Chemical/Ingredient]'],"['Hepatitis C Virus NS5A Inhibitor [EPC]', 'Hepatitis C Virus Nucleotide Analog NS5B Polymerase Inhibitor [EPC]']","['RNA Replicase Inhibitors [MoA]', 'Breast Cancer Resistance Protein Inhibitors [MoA]', 'P-Glycoprotein Inhibitors [MoA]']",[],['61958-1801'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['1591943', '1591949']",1591944,1591942,B128AEC3-BC84-4B28-A4D5-D69FC560A5CA,F4EC77E4-BAE8-4DB0-B3D5-BDE09C5FA075,"['SOFOSBUVIR', 'LEDIPASVIR']","['WJ6CA3ZU8B', '013TE6E4WV']",['0361958180115']
4379,NDA020862,HECTOROL,DOXERCALCIFEROL,[True],GENZYME CORPORATION,"['N0000175907', 'N0000006337']",[],"['58468-0120-1', '58468-0120-2', '58468-0124-1', '58468-0124-3', '58468-0121-1', '58468-0121-3']",['Ergocalciferols [Chemical/Ingredient]'],['Vitamin D2 Analog [EPC]'],[],[],"['58468-0121', '58468-0120', '58468-0124']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['310023', '858264', '540687', '858262', '261247', '406503']",261539,11516,5DD79673-1791-4567-90BF-A31807E2F4E7,DC676BC5-F3F7-4755-92E1-1814498C1F4F,['DOXERCALCIFEROL'],['3DIZ9LF5Y9'],[]
6190,NDA017989,HEMABATE,CARBOPROST TROMETHAMINE,[True],PHARMACIA AND UPJOHN COMPANY LLC,[],[],"['0009-0856-08', '0009-0856-05']",[],[],[],[],['0009-0856'],HUMAN PRESCRIPTION DRUG,['INTRAMUSCULAR'],"['238014', '213638']",50808,2051,8ED04AB4-E2F7-492F-BBEF-FE6012C0B68C,3D282998-FF0C-480A-BD80-155606EF0A65,['CARBOPROST TROMETHAMINE'],['U4526F86FJ'],['0300090856083']
6590,NDA018676,HEPATAMINE,"ISOLEUCINE, LEUCINE, LYSINE ACETATE, METHIONINE, PHENYLALANINE, THREONINE, TRYPTOPHAN, VALINE, ALANI",[True],B. BRAUN MEDICAL INC.,"['N0000175780', 'N0000006806']",[],['0264-9371-55'],['Amino Acids [Chemical/Ingredient]'],['Amino Acid [EPC]'],[],[],['0264-9371'],HUMAN PRESCRIPTION DRUG,['INTRAVENOUS'],"['800929', '800933']",800930,1008717,AEA1EA70-A8F9-4F7E-ABE5-D8AC880C5DF7,2EC547BC-355C-42D4-A197-72E652C212DE,"['ALANINE', 'GLYCINE', 'ARGININE', 'PHOSPHORIC ACID', 'LYSINE ACETATE', 'PHENYLALANINE', 'CYSTEINE HYDROCHLORIDE', 'LEUCINE', 'METHIONINE', 'SERINE', 'VALINE', 'TRYPTOPHAN', 'ISOLEUCINE', 'THREONINE', 'PROLINE', 'HISTIDINE']","['OF5P57N2ZX', 'ZT934N0X4W', 'AE28F7PNPL', '2ZD004190S', '94ZLA3W45F', 'TTL6G7LIWZ', '47E5O17Y3R', '8DUH1N11BX', '9DLQ4CIU6V', '04Y7590D77', '4QD397987E', '452VLY9402', 'GMW67QNF9C', 'HG18B9YRS7', 'E4GA8884NN', 'TE7660XO1C']",[]
1525,NDA021449,HEPSERA,ADEFOVIR DIPIVOXIL,[True],EXCELLA GMBH,[],[],['46014-0501-1'],[],[],[],[],['46014-0501'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['881343', '881341']",342285,141400,8B66B3F1-06D1-4AFA-8BFC-AF6C19FCD649,80595D45-2224-47D1-BD5C-4B11A824E5BD,['ADEFOVIR DIPIVOXIL'],['U6Q8Z01514'],[]
3032,NDA205677,HETLIOZ,TASIMELTEON,[True],VANDA PHARMACEUTICALS INC.,"['N0000000250', 'N0000175743']",[],['43068-220-01'],[],['Melatonin Receptor Agonist [EPC]'],['Melatonin Receptor Agonists [MoA]'],[],['43068-220'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['1491624', '1490473']",1491619,1490468,9DFA71B8-DE12-491A-82CD-7EBB8A6F2823,CA4A9B63-708E-49E9-8F9B-010625443B90,['TASIMELTEON'],['SHS4PU80D9'],['0343068220011']
2440,NDA019926,HEXALEN,ALTRETAMINE,[True],EISAI INC.,"['N0000000236', 'N0000175558']",[],['62856-001-10'],[],['Alkylating Drug [EPC]'],['Alkylating Activity [MoA]'],[],['62856-001'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['197323', '153473']",153474,5296,4ADB96D7-0BC9-4BC1-9595-107557966FF6,8456A8DB-A7F6-4BC0-86BE-E9C8C374140B,['ALTRETAMINE'],['Q8BIH59O7H'],['0362856001106']
1001,NDA017681,HIPREX,METHENAMINE HIPPURATE,[True],SANOFI-AVENTIS U.S. LLC,[],[],['0068-0277-61'],[],[],[],[],['0068-0277'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['992150', '992152']",151856,29652,E5D36C00-3C13-49CF-A507-5E748CF35682,7488AD5C-376D-47A2-8C23-47EFF94547FB,['METHENAMINE HIPPURATE'],['M329791L57'],['0300680277618']
1801,ANDA085027,HOME PAPKIT,HYDROCORTISONE,[True],"INTERNATIONAL BRAND MANAGEMENT, LLC","['N0000175576', 'N0000175450']",[],"['69837-010-01', '69837-010-02']",[],['Corticosteroid [EPC]'],['Corticosteroid Hormone Receptor Agonists [MoA]'],[],['69837-010'],HUMAN PRESCRIPTION DRUG,['TOPICAL'],['310891'],285086,5492,25383117-5F5A-4ECB-BD6B-98E7CD1B6218,CAA9637A-73A7-4627-8BB6-74BC2B2F9291,['HYDROCORTISONE'],['WI4X0X7BPJ'],[]
4701,NDA022399,HORIZANT,GABAPENTIN ENACARBIL,[],REMEDYREPACK INC.,[],['53451-0103'],['61786-858-02'],[],[],[],[],['61786-858'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['1482820', '1482821']",1095698,1101333,5A46C12C-A8A5-2D43-E053-2991AA0ABAE3,D1F1A6F6-F611-4819-8F7D-9377D7865B1B,['GABAPENTIN ENACARBIL'],['75OCL1SPBQ'],[]
